player,credit_card,buy_id,buy_name,buy_cost,buy_stock,date,discount,arenapack_id,chest_name,chest_rarity,chest_unlock_time,chest_num_cards,bundle_gold,bundle_gems,emote_name,emote_path
#2YLCVUYYP,0626016459773685,139,Kaffir-lily,452.46,10,2020-08-22,26.5,54,,,,,,,,
#VUJYUJLY,0626954379378369,87,Sierra Lessingia,32.49,25,2020-06-23,50.92,,,,,,96541,70,,
#GPQ2UG2Q,0626423730414776,12,American Stoneseed,121.21,5,2021-05-29,21.8,,King's Chest,Champion,163,238,,,,
#G9GJYYJPU,0626569203310972,67,Tarweed,43.41,15,2020-06-21,27.83,,,,,,7326,31,,
#CCQCU90L,0626507148961244,118,Yerba Mansa,156.46,14,2021-03-04,38.94,,,,,,,,Emote150,sfx/emotes/emotes_log_02_Angry_sfx1_dl.ogg
#8UV990YU,0626943689114341,129,Jelly Lichen,424.0,28,2019-06-14,28.05,,,,,,,,EmoteChronos17,
#2GLLJ9QY,0626178061649800,107,Common Woolly Sunflower,61.43,1,2019-08-12,30.72,,,,,,83929,402,,
#8QYYRUUC9,0626254814158322,188,Slender Hawksbeard,423.66,16,2019-02-20,0.39,,,,,,,,Emote196,sfx/emotes/emotes_LNY_2021_01_01_dl.ogg
#LY00J89PJ,0626528311805174,151,Cork Oak,213.77,14,2020-06-03,35.3,,,,,,,,Emote77,sfx/emotes/emotes_xmas_01_01_dl.ogg
#GVPVJQR,0626630916771056,8,Honeysweet,164.6,13,2019-04-08,52.3,,,,,,12564,248,,
#GGVRR8V2V,0626821590827476,9,Mackenzie River Dwarf-primrose,6.92,14,2021-02-18,35.24,,,,,,8288,117,,
#2YLQ22YQV,0626344590769101,22,Racodium Lichen,305.31,18,2021-06-07,58.9,,,,,,,,Emote104,sfx/emotes/prince_emo_01_dl.ogg
#9Y9Y80,0626665842274015,62,Boatlily,291.0,14,2021-04-16,57.49,,,,,,,,Emote173,sfx/emotes/emotes_archer_01_01_dl.ogg
#92RUJ8LPP,0626441404535478,76,Ladder Spleenwort,15.53,2,2020-05-22,48.84,,,,,,,,Emote114,sfx/emotes/emotes_fishSlap_FightingFish_dl.ogg
#8PUG0JQ9,0626410792280070,126,Arctic Cottongrass,174.46,29,2019-03-25,3.04,,Silver Chest,Rare,219,182,,,,
#2JRP8UYP,0626466607641534,82,Congdon's Milkvetch,16.56,5,2019-05-22,42.32,67,,,,,,,,
#P8J2V2CQ,0626650102300536,138,Frosted Indian Paintbrush,54.9,13,2021-05-23,28.0,,,,,,,,Emote110,sfx/emotes/sfx_3_sneeze_dl.ogg
#LU8RUR,0626248495357633,165,Tephromela Lichen,216.53,30,2021-01-28,48.19,,,,,,49375,480,,
#LRUQQPVU,0626354846476302,46,Noble Fir,481.41,23,2019-12-18,3.93,,,,,,,,Emote194,sfx/emotes/emotes_icewizard_01_02_dl.ogg
#LCJ92UQJ,0626821456145096,1,Nuttall's Ticktrefoil,74.47,4,2019-01-08,59.25,,,,,,3129,574,,
#V9G8PQGG,0626975105110800,165,Tephromela Lichen,216.53,30,2021-09-17,33.85,,,,,,49375,480,,
#QP022PLJV,0626625075171767,63,Nevada Rockdaisy,287.05,11,2020-10-20,52.09,,Legendary Chest,Legendary,149,226,,,,
#9V0PQY2YG,0626762202599162,106,Maiden Fern,150.01,22,2019-02-16,56.84,,,,,,,,Emote168,sfx/emotes/emotes_s12_pony_dl.ogg
#P02QYPQ8V,0626142572954729,145,Spiderwort,261.62,27,2021-01-06,21.49,,,,,,,,Emote185,sfx/emotes/emotes_megaKnight_01_01_dl.ogg
#L8JQ8JL2,0626171093237249,114,Kauai Island-aster,487.41,6,2019-05-03,59.11,,Season Chest,Champion,98,226,,,,
#9QR0Q2YYC,0626197703392843,167,Cutleaf Checkerbloom,212.57,6,2021-06-02,38.5,,,,,,,,Emote136,sfx/emotes/emotes_halloween_01_04_dl.ogg
#228J02890,0626656601454088,190,Nuttall's Milkvetch,310.95,24,2021-07-22,91.17,,,,,,35348,27,,
#2PURUJPQ,0626501764201068,49,Waihanau Lobelia,110.92,30,2021-03-06,16.59,,,,,,78870,151,,
#GGCQ8GQR,0626671550304283,106,Maiden Fern,150.01,22,2019-10-19,25.83,,,,,,,,Emote168,sfx/emotes/emotes_s12_pony_dl.ogg
#2QCUGCPQ,0626185654487951,178,Slender Passionflower,67.4,21,2020-05-29,71.7,,,,,,,,Emote47,sfx/emotes/emotes_skeleton_01_04_dl.ogg
#8UJQPR22,0626897797914200,41,John Charles,383.44,13,2020-03-16,9.24,,Epic Lightning Chest,Epic,123,164,,,,
#LURU9JU,0626120121384689,52,Redmahogany,210.53,4,2021-11-16,74.69,29,,,,,,,,
#YLUY9YQ0,0626555424659446,178,Slender Passionflower,67.4,21,2019-09-15,94.04,,,,,,,,Emote47,sfx/emotes/emotes_skeleton_01_04_dl.ogg
#CYQQPUU2,0626147753795916,74,Little Sand Verbena,374.84,29,2021-10-06,71.97,,Overflowing Gold Crate,Champion,182,99,,,,
#82YYVJYPG,0626782221518662,159,Purple Sweetroot,398.46,2,2020-08-27,9.91,85,,,,,,,,
#2RL2R0J0C,0626393602559745,117,Thymeleaf Sandwort,323.81,10,2021-09-09,68.12,82,,,,,,,,
#8UYPP8CL9,0626466026902319,121,Necklace Sedge,495.77,4,2020-04-01,96.12,,Fortune Chest,Common,226,171,,,,
#PLLC2VG,0626589262855816,140,Foxtail,225.87,2,2019-09-25,69.28,53,,,,,,,,
#P8YUYYGPQ,0626531016281162,57,Beardgrass,435.34,14,2021-09-04,70.58,93,,,,,,,,
#YC0JJ2PV,0626717418164110,38,Watermeal,397.85,13,2021-05-22,70.02,,Overflowing Gold Crate,Champion,182,99,,,,
#2Q9VJQL8U,0626813461987992,103,Umbrella-tree,277.48,26,2019-10-11,18.09,83,,,,,,,,
#UCRG8GGL,0626890373924099,124,Fineflower Gilia,72.82,10,2019-02-15,9.03,83,,,,,,,,
#2CCQUJJR,0626213581678359,138,Frosted Indian Paintbrush,54.9,13,2020-01-29,29.88,,,,,,,,Emote110,sfx/emotes/sfx_3_sneeze_dl.ogg
#J8J0Q20Y,0626535571364438,142,Russet Bushwillow,0.08,5,2021-10-30,67.75,,,,,,32106,27,,
#89PL0YV,0626286665472444,38,Watermeal,397.85,13,2021-01-19,39.26,,Overflowing Gold Crate,Champion,182,99,,,,
#L09YGU9,0626345742305785,76,Ladder Spleenwort,15.53,2,2020-07-18,91.09,,,,,,,,Emote114,sfx/emotes/emotes_fishSlap_FightingFish_dl.ogg
#8YVGGVC8P,0626406721064916,176,Hybrid Oak,424.03,4,2021-01-07,8.31,6,,,,,,,,
#80VGYGQL,0626838043404497,187,Pale Desert-thorn,186.94,17,2018-12-01,53.73,,,,,,29611,316,,
#8LULYQ82Q,0626932244804389,124,Fineflower Gilia,72.82,10,2020-01-31,50.12,83,,,,,,,,
#PJ8RJPRPR,0626557807985075,24,King Bladderpod,127.07,15,2019-10-09,48.67,,,,,,,,EmoteChronos23,
#CRGUQ2P,0626220368420921,178,Slender Passionflower,67.4,21,2019-07-23,16.69,,,,,,,,Emote47,sfx/emotes/emotes_skeleton_01_04_dl.ogg
#80C09G8G,0626034260603041,197,Asterothyrium Lichen,305.31,3,2021-02-07,28.53,,,,,,,,Emote138,sfx/emotes/emotes_goblin_feast_01_emote1_dl.ogg
#PU2YY8,0626401844093074,168,Gaspé Willow,472.27,16,2019-04-02,89.76,,Silver Chest,Rare,219,182,,,,
#J9V28UL9,0626199228632620,38,Watermeal,397.85,13,2020-09-06,28.29,,Overflowing Gold Crate,Champion,182,99,,,,
#29VGUQL00,0626712675017564,1,Nuttall's Ticktrefoil,74.47,4,2019-06-08,43.11,,,,,,3129,574,,
#8UJQPR22,0626897797914200,129,Jelly Lichen,424.0,28,2019-07-10,4.2,,,,,,,,EmoteChronos17,
#2G9PQUGY,0626456082042647,166,Coot Bay Dancing-lady Orchid,411.79,25,2020-02-10,18.15,,Clan Chest,Champion,173,156,,,,
#8QRQ0JLRY,0626486676639045,77,Wilkins' Bellflower,428.29,2,2019-05-07,79.66,,Giant Chest,Champion,69,248,,,,
#892P2JPGY,0626830698345984,146,Spiked Saxifrage,321.28,22,2019-06-13,19.79,,,,,,,,Emote103,sfx/emotes/gobccage_emo_arm_01_dl.ogg
#8CC9G99PG,0626078106118169,63,Nevada Rockdaisy,287.05,11,2019-01-10,76.04,,Legendary Chest,Legendary,149,226,,,,
#9P2JPCY9U,0626800813901680,172,Oregon Whitetop Aster,215.23,1,2021-10-15,90.0,,,,,,,,Emote186,sfx/emotes/emotes_megaKnight_01_02_dl.ogg
#9QYRCPJP2,0626752141255984,5,Soldier's Orchid,304.57,5,2019-07-22,15.97,45,,,,,,,,
#YC0JJ2PV,0626717418164110,44,Bajada Lupine,417.94,19,2021-11-06,53.72,,,,,,,,Emote52,sfx/emotes/emotes_ewiz_01_01_dl.ogg
#9C9G9GP,0626768459773434,190,Nuttall's Milkvetch,310.95,24,2020-03-20,17.68,,,,,,35348,27,,
#P29Q09C9V,0626764716710194,10,Richardson's Masonhalea Lichen,494.39,17,2021-05-11,89.19,,,,,,,,EmoteChronos10,sfx/emotes/emotes_goldenknight_gorgeous_dl.ogg
#29YPQLJG9,0626878856380301,36,Microlychnus Lichen,301.83,10,2020-06-10,12.68,60,,,,,,,,
#89RPQ9PP9,0626509472477466,103,Umbrella-tree,277.48,26,2019-03-14,43.67,83,,,,,,,,
#2QYUL0VCP,0626573623392776,30,White Phacelia,462.66,12,2019-09-13,2.28,,,,,,24242,433,,
#8JCRJV9Y,0626351210383619,120,Opposite-leaved Tarweed,424.68,21,2019-07-11,46.32,79,,,,,,,,
#9QLL8QQQ,0626964967244824,129,Jelly Lichen,424.0,28,2020-01-21,63.71,,,,,,,,EmoteChronos17,
#GQJYCRQ8,0626158433134699,164,Moringa,440.2,19,2021-04-16,88.49,,,,,,78634,61,,
#20P8LJPU9,0626893962397974,57,Beardgrass,435.34,14,2019-10-14,10.93,93,,,,,,,,
#8PUG0JQ9,0626410792280070,113,Rinodina Lichen,419.46,7,2019-05-09,44.27,70,,,,,,,,
#2Y8LPPUG8,0626877100688048,68,Quakinggrass,344.85,27,2021-01-11,29.15,5,,,,,,,,
#9PUUCCY9J,0626507272064179,101,White Goldenrod,446.84,13,2020-03-25,70.76,,,,,,4956,317,,
#GQJY00YP,0626319513819829,37,Imshaug's Disc Lichen,65.6,24,2020-01-17,36.18,,,,,,93572,148,,
#GJJ2Y098J,0626786647528171,151,Cork Oak,213.77,14,2019-11-19,64.25,,,,,,,,Emote77,sfx/emotes/emotes_xmas_01_01_dl.ogg
#RQQQY2L28,0626692436116766,59,Fineleaf Fournerved Daisy,117.42,19,2020-12-05,53.28,,Common Lightning Chest,Common,183,249,,,,
#99Q8CU,0626245005121350,27,Big Deervetch,232.43,30,2021-10-22,50.29,,,,,,24688,437,,
#P29Q09C9V,0626764716710194,178,Slender Passionflower,67.4,21,2019-07-04,15.1,,,,,,,,Emote47,sfx/emotes/emotes_skeleton_01_04_dl.ogg
#P99PJP8Y2,0626088167347631,97,Areca Palm,131.47,16,2020-10-04,23.68,,,,,,24737,312,,
#9LYUG09,0626037535669036,60,Northern Singlespike Sedge,5.22,13,2019-12-19,49.58,6,,,,,,,,
#28GG9QJPY,0626208930771053,64,Tropical Signalgrass,88.12,30,2019-02-13,15.76,44,,,,,,,,
#2QCPVQC0Y,0626500096470771,107,Common Woolly Sunflower,61.43,1,2018-12-25,55.49,,,,,,83929,402,,
#889982CQY,0626736996622992,130,Woolly Huckleberry,399.19,9,2019-11-21,79.31,,,,,,21497,77,,
#880UQUUQC,0626614893905085,30,White Phacelia,462.66,12,2020-08-18,55.17,,,,,,24242,433,,
#PYR9GLQU0,0626293340917504,94,Rough Strongbark,245.61,11,2019-03-11,97.0,,,,,,29714,265,,
#2QCLLQ2G,0626163449038991,198,Lilac Tasselflower,198.69,3,2019-10-14,90.05,,Golden Chest,Epic,51,254,,,,
#Y9G2LLG02,0626953446704524,48,Rockloving Erigeron,489.13,5,2019-12-21,86.38,,,,,,,,Emote20,sfx/emotes/emotes_princess_01_01_dl.ogg
#GQ20CGP,0626822331592452,133,Seashore Paspalum,159.53,30,2020-10-28,67.54,13,,,,,,,,
#29Y8YPVLV,0626444725185460,41,John Charles,383.44,13,2019-03-20,15.63,,Epic Lightning Chest,Epic,123,164,,,,
#CL08URJ,0626620073093899,191,American Tarwort,286.81,22,2021-03-23,72.12,,King's Chest,Champion,163,238,,,,
#2RUJ929U0,0626626490878812,73,Sweetroot,76.24,27,2020-11-16,87.77,,,,,,12000,365,,
#998LUCJC,0626110870958957,35,Stiff Goldenrod,112.94,29,2019-06-03,60.78,,,,,,,,Emote190,sfx/emotes/emotes_logmas2020_02_02_dl.ogg
#2LJ82YCVR,0626899568992621,171,Roundleaf Bladderpod,157.48,19,2020-10-08,88.86,99,,,,,,,,
#CPQPPQ28,0626927363533173,11,Curlyhead Goldenweed,454.72,10,2020-04-15,69.17,,Season Chest,Champion,98,226,,,,
#PQLGJ90Y,0626861060900486,7,Wright's Indian Mallow,352.66,20,2021-07-10,82.52,,Magical Chest,Common,223,121,,,,
#9PRP2URC,0626127427405290,55,Sweet Granadilla,373.39,6,2020-01-26,53.99,,,,,,82176,12,,
#9P2JPCY9U,0626800813901680,4,Florida Hoarypea,224.39,9,2020-06-07,43.38,89,,,,,,,,
#2L0V2YQUY,0626207969516751,135,Manyflower Flatsedge,208.31,17,2020-08-05,38.16,32,,,,,,,,
#LQ9J02P,0626403617394523,28,Roundleaf Hawthorn,83.18,26,2020-07-25,90.05,,,,,,67840,504,,
#22JYR8PR,0626364219528522,194,Rinodina Lichen,358.78,2,2019-04-27,88.16,61,,,,,,,,
#2JGRPU928,0626656064893301,177,Orangeflower Lupine,481.88,24,2021-03-28,88.05,92,,,,,,,,
#98RRY80YR,0626190354495619,141,Dimple Lichen,495.7,14,2020-03-18,78.91,,,,,,82514,344,,
#P2CYJ0VU,0626572493359642,140,Foxtail,225.87,2,2021-04-06,19.51,53,,,,,,,,
#V9LR928J,0626025417841542,198,Lilac Tasselflower,198.69,3,2020-03-25,71.09,,Golden Chest,Epic,51,254,,,,
#2CQG98PP0,0626335366541278,16,Giant Airplant,105.84,3,2018-12-08,78.64,,,,,,,,Emote81,sfx/emotes/emotes_hog_02_01_dl.ogg
#92VUJ99VQ,0626876327669468,19,Ground Nama,176.15,15,2019-09-01,79.3,,,,,,,,Emote57,sfx/emotes/emotes_crl_01_02_dl.ogg
#8UJQPR22,0626897797914200,159,Purple Sweetroot,398.46,2,2019-03-18,87.25,85,,,,,,,,
#20YGVQR0R,0626103290925011,187,Pale Desert-thorn,186.94,17,2020-08-23,61.57,,,,,,29611,316,,
#2QCUGCPQ,0626185654487951,172,Oregon Whitetop Aster,215.23,1,2020-02-28,51.22,,,,,,,,Emote186,sfx/emotes/emotes_megaKnight_01_02_dl.ogg
#PV8LRVCJU,0626571000592281,40,Lesser Bladderwort,32.54,2,2019-12-19,94.95,45,,,,,,,,
#PC0YY98G,0626398591574142,47,Goat Willow,285.39,25,2019-05-12,99.99,,,,,,46593,63,,
#2QLJPC2R0,0626547572034522,76,Ladder Spleenwort,15.53,2,2021-04-15,98.24,,,,,,,,Emote114,sfx/emotes/emotes_fishSlap_FightingFish_dl.ogg
#2JUP20J9,0626464987924661,81,Spotted Joe Pye Weed,349.84,12,2021-06-30,67.89,,,,,,,,Emote131,sfx/emotes/ElixirGolem_Emote_Morph_dl.ogg
#9Q8UCU0Q0,0626480690377393,66,Quince,276.19,12,2021-03-04,64.36,,,,,,,,Emote37,sfx/emotes/emotes_hog_01_02_dl.ogg
#VV929UL9,0626647103867265,127,Creeping Bedgrass,300.22,28,2019-06-07,90.31,,,,,,73357,344,,
#PP0UG0CVC,0626193214080050,18,Narrowleaf Silverbush,410.3,9,2019-04-30,45.21,,,,,,,,Emote78,sfx/emotes/emotes_xmas_01_02_dl.ogg
#PLGJU82QC,0626040769362005,107,Common Woolly Sunflower,61.43,1,2019-10-07,60.5,,,,,,83929,402,,
#2RLGQGLC,0626561026268446,161,Virginia Creeper,427.42,30,2019-05-27,32.26,,Clan Chest,Champion,173,156,,,,
#GQJYCRQ8,0626158433134699,64,Tropical Signalgrass,88.12,30,2021-09-16,38.09,44,,,,,,,,
#RYRGV0CY,0626667954120663,21,Elko Cryptantha,455.46,27,2021-07-12,18.4,,Epic Lightning Chest,Epic,123,164,,,,
#8UGL9GLL,0626774010409518,90,Viburnum,110.33,26,2019-11-24,98.86,,,,,,,,Emote168,sfx/emotes/emotes_s12_pony_dl.ogg
#99QVP8J8Q,0626831047592060,27,Big Deervetch,232.43,30,2019-07-18,98.54,,,,,,24688,437,,
#GVPVJQR,0626630916771056,6,Leatherstem,441.64,18,2020-02-12,24.1,92,,,,,,,,
#22UCVR0CL,0626323260153903,171,Roundleaf Bladderpod,157.48,19,2021-04-09,88.57,99,,,,,,,,
#GY2VG2U0,0626624260383063,57,Beardgrass,435.34,14,2019-08-24,12.59,93,,,,,,,,
#9YYCUUYRP,0626977736492946,158,Denseflower Willowherb,90.66,14,2021-04-17,81.28,,,,,,35707,152,,
#8Y9QVU2QJ,0626412285605011,101,White Goldenrod,446.84,13,2020-10-22,33.28,,,,,,4956,317,,
#2Q8RJGPVV,0626780343498516,7,Wright's Indian Mallow,352.66,20,2019-02-16,34.87,,Magical Chest,Common,223,121,,,,
#9VY20LY8,0626543067189350,101,White Goldenrod,446.84,13,2019-06-17,52.06,,,,,,4956,317,,
#2RQ89029J,0626519105646742,163,Bejuco De Lira,35.19,6,2019-10-10,12.81,,,,,,,,Emote191,sfx/emotes/emotes_logmas2020_03_dl.ogg
#22JYR8PR,0626364219528522,195,Flyr's Brickellbush,249.56,19,2021-10-21,85.6,6,,,,,,,,
#2RQRQVU08,0626226806278185,130,Woolly Huckleberry,399.19,9,2021-09-22,97.37,,,,,,21497,77,,
#PU0GY8Q9,0626133079583988,41,John Charles,383.44,13,2019-05-15,63.08,,Epic Lightning Chest,Epic,123,164,,,,
#92V2VRCVQ,0626464596500837,40,Lesser Bladderwort,32.54,2,2020-03-24,36.4,45,,,,,,,,
#2VJV9RR9J,0626042076632880,91,Gyalideopsis Lichen,297.51,29,2019-08-24,83.59,,,,,,50416,42,,
#9RCYRP2,0626067307616923,190,Nuttall's Milkvetch,310.95,24,2021-07-06,35.97,,,,,,35348,27,,
#2J00PG8U2,0626265767299913,45,Greater Yellowthroat Gilia,58.32,27,2019-04-25,35.31,24,,,,,,,,
#29VQ2G8G,0626435605429176,197,Asterothyrium Lichen,305.31,3,2020-07-31,38.51,,,,,,,,Emote138,sfx/emotes/emotes_goblin_feast_01_emote1_dl.ogg
#2VRYG0GQJ,0626575251457722,57,Beardgrass,435.34,14,2021-09-30,99.53,93,,,,,,,,
#9UCG09099,0626046679820529,12,American Stoneseed,121.21,5,2019-06-16,31.07,,King's Chest,Champion,163,238,,,,
#PG0QC29YR,0626569316864691,83,New Mexico Spiny Milkvetch,459.63,8,2020-11-28,97.84,,,,,,65701,10,,
#2CRJGPRY,0626819369064107,40,Lesser Bladderwort,32.54,2,2021-02-11,23.93,45,,,,,,,,
#2P0PQCVPC,0626092825544779,181,Fraziers Well Buckwheat,352.69,30,2021-09-07,75.82,,,,,,,,Emote182,sfx/emotes/emotes_electroGiant_01_03_dl.ogg
#JQ8C0P,0626243828182527,94,Rough Strongbark,245.61,11,2020-10-28,42.4,,,,,,29714,265,,
#QPR2LQ02,0626783970584814,176,Hybrid Oak,424.03,4,2021-06-13,43.98,6,,,,,,,,
#C2QCRP0J,0626549850706003,118,Yerba Mansa,156.46,14,2019-04-25,12.08,,,,,,,,Emote150,sfx/emotes/emotes_log_02_Angry_sfx1_dl.ogg
#P29CCURC,0626460998461248,29,Arizona Sunflower,187.83,21,2020-08-03,33.09,,Epic Chest,Epic,111,17,,,,
#P8CJYJ02,0626839252067686,186,Whitebark Raspberry,10.82,20,2019-08-31,84.93,,,,,,56924,591,,
#89QYQL20G,0626399172719239,186,Whitebark Raspberry,10.82,20,2021-02-13,39.39,,,,,,56924,591,,
#8PGR0RPCU,0626659408571146,133,Seashore Paspalum,159.53,30,2021-10-06,16.03,13,,,,,,,,
#8C9CR9YG,0626955154453590,121,Necklace Sedge,495.77,4,2021-11-02,21.48,,Fortune Chest,Common,226,171,,,,
#89UV8ULY,0626548120001468,28,Roundleaf Hawthorn,83.18,26,2021-08-24,15.88,,,,,,67840,504,,
#2YLCVUYYP,0626016459773685,179,Upright Prairie Coneflower,154.4,13,2019-08-25,81.85,,,,,,96223,155,,
#2Q8RJGPVV,0626780343498516,23,Common Hawkweed,351.65,28,2019-06-13,54.41,,Fortune Chest,Common,226,171,,,,
#80V0290C8,0626875243922670,42,Waterfall False Buttercup,371.18,19,2019-04-14,36.5,,Legendary Chest,Legendary,149,226,,,,
#8L009JURJ,0626419237575390,93,San Angelo Yucca,164.51,17,2020-08-01,61.43,64,,,,,,,,
#C9Q2VJ9,0626303016439699,192,Tansyleaf Evening Primrose,176.24,14,2019-06-08,21.07,,Lightning Chest,Common,190,40,,,,
#YQCL8VRL,0626635640283948,142,Russet Bushwillow,0.08,5,2021-07-13,72.8,,,,,,32106,27,,
#J8R89YC8,0626679209022594,36,Microlychnus Lichen,301.83,10,2019-08-19,24.29,60,,,,,,,,
#8QPYVCL,0626307987300681,191,American Tarwort,286.81,22,2019-08-30,93.09,,King's Chest,Champion,163,238,,,,
#P8YQU9LL2,0626634690485198,18,Narrowleaf Silverbush,410.3,9,2021-07-20,87.59,,,,,,,,Emote78,sfx/emotes/emotes_xmas_01_02_dl.ogg
#9JCVUYP,0626734203027857,184,Spearleaf Stonecrop,164.02,30,2019-11-06,29.42,,Clan Cards Chest,Epic,32,37,,,,
#2V20QJVR,0626321334859125,79,Rockledge Spleenwort,134.08,30,2020-09-15,62.09,79,,,,,,,,
#LU8RUR,0626248495357633,105,Sargent's Hawthorn,340.3,9,2020-07-27,31.18,17,,,,,,,,
#8YL988LL8,0626261863275089,164,Moringa,440.2,19,2020-12-09,40.97,,,,,,78634,61,,
#GQJY00YP,0626319513819829,163,Bejuco De Lira,35.19,6,2019-11-09,24.78,,,,,,,,Emote191,sfx/emotes/emotes_logmas2020_03_dl.ogg
#VPC9RRQ,0626589747905350,39,Swamp Gentian,375.37,12,2019-11-25,94.84,51,,,,,,,,
#2YJLLJYGP,0626904170117888,141,Dimple Lichen,495.7,14,2021-09-17,10.79,,,,,,82514,344,,
#2JPPU8YRY,0626681897228103,194,Rinodina Lichen,358.78,2,2020-02-12,52.77,61,,,,,,,,
#8J2PRR9Y,0626272197820599,177,Orangeflower Lupine,481.88,24,2019-10-28,43.01,92,,,,,,,,
#2VURRCG90,0626583662757136,133,Seashore Paspalum,159.53,30,2021-06-16,69.3,13,,,,,,,,
#2CYQJGCR,0626152453103486,147,Java Aerva,81.16,4,2020-03-12,64.56,,,,,,,,Emote8,sfx/emotes/emotes_goblin_02_01_dl.ogg
#YL9CCGU2V,0626508716634122,16,Giant Airplant,105.84,3,2020-04-04,18.77,,,,,,,,Emote81,sfx/emotes/emotes_hog_02_01_dl.ogg
#8QPYVCL,0626307987300681,26,Bacury,319.36,6,2019-06-21,16.19,49,,,,,,,,
#2JGRPU928,0626656064893301,118,Yerba Mansa,156.46,14,2019-12-07,62.66,,,,,,,,Emote150,sfx/emotes/emotes_log_02_Angry_sfx1_dl.ogg
#YVPYVV9V,0626238512242330,103,Umbrella-tree,277.48,26,2019-06-01,82.26,83,,,,,,,,
#9P2JPCY9U,0626800813901680,103,Umbrella-tree,277.48,26,2019-09-13,56.02,83,,,,,,,,
#2L2UC2LQU,0626466042401239,172,Oregon Whitetop Aster,215.23,1,2020-08-22,64.87,,,,,,,,Emote186,sfx/emotes/emotes_megaKnight_01_02_dl.ogg
#2P8RV9UQ,0626993613287382,85,Varilla,321.41,13,2019-02-22,47.83,3,,,,,,,,
#998LUCJC,0626110870958957,109,Drummond's Mountain-avens,407.45,21,2020-11-06,33.05,50,,,,,,,,
#9GLYYQ2L,0626089911350384,192,Tansyleaf Evening Primrose,176.24,14,2020-05-17,29.08,,Lightning Chest,Common,190,40,,,,
#RPRL02JQ,0626068289668254,181,Fraziers Well Buckwheat,352.69,30,2019-06-04,84.75,,,,,,,,Emote182,sfx/emotes/emotes_electroGiant_01_03_dl.ogg
#8PQ9QCPL,0626731538097662,119,Early Paspalum,25.0,13,2021-06-20,8.44,,Golden Chest,Epic,51,254,,,,
#2YQP98L8R,0626385354989799,176,Hybrid Oak,424.03,4,2021-02-21,71.56,6,,,,,,,,
#8GRCGCCQC,0626097079988226,2,Chinese Banyan,288.01,26,2020-02-02,63.14,,,,,,,,Emote206,sfx/emotes/emotes_mortar_01_01_dl.ogg
#GLVCVLJP,0626949022097655,9,Mackenzie River Dwarf-primrose,6.92,14,2021-03-06,30.04,,,,,,8288,117,,
#89RQQV2U9,0626459927908659,43,'awiwi,363.56,18,2021-04-09,51.38,,,,,,91872,594,,
#G28V8PR,0626781988461066,56,Creeping Nailwort,107.54,14,2019-07-27,30.43,,Epic Lightning Chest,Epic,123,164,,,,
#VUUVPJUY,0626684738976609,108,Pholisma,363.73,21,2019-09-18,93.65,,Tower Chest,Rare,216,106,,,,
#2JJGRPVPL,0626506543586978,92,Inyo Buckwheat,22.4,15,2018-12-12,52.78,,,,,,,,EmoteChronos18,
#QUV8C89,0626633320340344,156,Nova Scotia Dewberry,217.1,27,2019-01-23,66.91,,Lightning Chest,Common,190,40,,,,
#GYGCJYPL,0626670441994328,159,Purple Sweetroot,398.46,2,2020-03-19,72.05,85,,,,,,,,
#8UPY92GVY,0626189222723277,174,Cup Lichen,197.34,6,2021-09-02,55.58,,Legendary Chest,Legendary,149,226,,,,
#2PPJPULJ,0626736040971486,187,Pale Desert-thorn,186.94,17,2019-05-06,97.52,,,,,,29611,316,,
#9089JPLQ,0626301425810971,77,Wilkins' Bellflower,428.29,2,2019-01-18,30.95,,Giant Chest,Champion,69,248,,,,
#PCY2PV8LG,0626241876596671,145,Spiderwort,261.62,27,2019-09-24,14.65,,,,,,,,Emote185,sfx/emotes/emotes_megaKnight_01_01_dl.ogg
#G28V8PR,0626781988461066,8,Honeysweet,164.6,13,2019-02-06,19.86,,,,,,12564,248,,
#LR89LRRVJ,0626735994721327,10,Richardson's Masonhalea Lichen,494.39,17,2020-03-25,43.69,,,,,,,,EmoteChronos10,sfx/emotes/emotes_goldenknight_gorgeous_dl.ogg
#99QVP8J8Q,0626831047592060,164,Moringa,440.2,19,2019-10-26,5.54,,,,,,78634,61,,
#Q9PGVUY8,0626821838688680,72,Manyflower Saxifrage,206.31,13,2018-12-25,94.01,,King Level Chest,Champion,249,53,,,,
#299VP2C98,0626732541459097,67,Tarweed,43.41,15,2021-08-06,82.04,,,,,,7326,31,,
#89UL2CLG,0626982411072146,200,Dotted Fern,28.57,29,2020-12-23,94.86,,Silver Chest,Rare,219,182,,,,
#2V20QJVR,0626321334859125,182,Sicklekeel Lupine,242.5,24,2020-06-06,63.4,,Tower Chest,Rare,216,106,,,,
#RC8RP882,0626887952563736,123,Poisonwood,293.18,8,2019-04-19,1.17,99,,,,,,,,
#8C9CR9YG,0626955154453590,120,Opposite-leaved Tarweed,424.68,21,2019-12-10,67.81,79,,,,,,,,
#GG8UC0CP,0626690509408920,194,Rinodina Lichen,358.78,2,2021-01-25,95.91,61,,,,,,,,
#2V2QJLU2Y,0626818864757686,36,Microlychnus Lichen,301.83,10,2020-07-14,86.92,60,,,,,,,,
#2R98U2C9C,0626086375689745,173,Tall Phacelia,118.49,20,2020-09-18,70.02,82,,,,,,,,
